nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
USA,Male,18-24,8.9,10,8,10,10,10,8,6,"denver doesn&#039;t have a lot of cheap places to stay, but this was my favorite i&#039;ve tried so far. i recommend a smaller room if possible - the first room i stayed in was rather loud, but i was able to switch to a smaller room that was quiet and much nicer. good amenities offered, including bag check and fast wifi."
SouthAfrica,Female,25-30,9.1,8,8,10,10,10,10,8,"best hostel i&#039;ve stayed at in the usa! great bar and kitchen area, rooms and beds are spacious, and bathrooms were fairly clean. the lockers were a bit small for my bag, but i was only there for 1 night and i didn&#039;t feel that things would get stolen. walking distance to all the great sights and fun bars. would definitely stay here again!"
USA,Female,25-30,9.7,8,10,10,10,10,10,10,"gorgeous hostel in an amazing location (can walk to anything and everything including a ton of bars and restaurants and union station!), and those beds!! mattresses are freaking thick. staff was great. bar area is gorg and fun for meeting people. seriously - interior decorating is top notch. would stay here again in a heart beat! "
USA,Female,25-30,9.1,8,8,10,10,8,10,10,"hostel fish is really eclectic and fun. my only complaint is that the noise from the bar downstairs was so loud, i couldn&#039;t sleep. it was open until 2am, so if you have an early flight or are a light sleeper (both were true for me), i would suggest looking somewhere else."
USA,Female,41+,5.1,6,6,8,4,8,2,2,"they have a bar set up with the public welcome and the bunks are directly above this bar, so there was loud music and loud people drinking until 2 am. i&#039;m sure this is not great for security either as the bar patrons have access to the bathrooms our floor was using.    also, the bathrooms were disgusting."
USA,Female,25-30,8.9,10,8,10,8,8,10,8,"great location downtown near all things. can be a bit loud due to being in close proximity to bars. suggest bringing ear plugs and face mask - which i always take with me on a trip. beautiful interior, great vibe."
USA,Male,25-30,6.9,4,10,8,6,6,6,8,"upscale hostel!? i was skeptical, but willing to pay the 75.00 for a bed in a dorm. big mistake. i got stuck on the 3rd bunk up. i didn’t even know this was a thing. i’m amazed the insurers allow this. it’s so high up i went to toss my towel up onto the rail, and it fell 3’ short.    the metal ladder is so narrow, and smooth it’s a nightmare to climb up, then the cross bars of the beds impede two of the ladder rungs. no drink and climb  the bar is cool, kitchen sucks, coffee awful, no breekky."
England,Male,31-40,8,6,10,8,8,6,8,10,the hostel is nice with comfy beds and clean bathrooms. the staff could have been a little friendlier; they often seemed disinterested or distracted.
USA,Female,41+,8.3,8,8,8,8,8,8,10,"nice place.  unfortunately,, the night i was there, there was a block party on the street next to the hostel.  very loud.  it ended around 3:00 a.m.  i don&#039;t know if it is a common thing, but it did affect my experience at the hostel."
USA,Female,25-30,9.7,10,10,10,8,10,10,10,"great hostel! very friendly people and the common area at the bar is a great way to meet other travelers.  these bunkbeds were the most secure bunks i&#039;ve ever slept in in a hostel - no shaking or squeaking or waking me up when other people climbed up the ladder (the top bunk is terrifyingly high). it&#039;s a lovely, clean hostel, the one thing that stopped it from being perfect was that not every bed was set up with a plug outlet but the front desk people were super nice to switch me to one that did"
USA,Female,18-24,9.1,8,8,8,10,10,10,10,"this place is awesome. someone was always near the front desk. security in the evenings. 16th street, and tons of bars and restaurants are a short walk away. all of the staff were super chill, and very accommodating. the community room was great; it really promoted getting to know the other people staying there. the bar was a plus! everything was very clean. surprisinly comfortable beds. although the price is a little higher than what&#039;s in the area, the value is unmatched. definitely recommend!"
Colombia,Female,18-24,9.4,8,10,10,10,10,10,8,"i had a blast at this hostel. it has a great location, the beds are comfy, and the atmosphere is awesome. definitely recommend staying here. i was in a mixed room with 9 beds, it was mostly guys and one other girl besides me, but it was really fun."
USA,Male,25-30,9.4,8,10,10,10,10,10,8,"great place to stay, location is awesome right in next to a lot off bars and restaurant. walking distance to coors stadium. overall great place to stay. only complain is that bathrooms did get a bit dirty in the early morning from the night before. definitely recommend staying. "
Finland,Female,31-40,8.6,10,8,8,10,8,10,6,"it is definitely a party hostel!people were super friendly,but it was pretty hard to get a good night sleep with all the drunk people and loud music.the bathrooms could use a cleaning more often!but i had fun visiting denver overall."
USA,Male,25-30,6.3,6,8,6,4,8,6,6,the bathrooms are very clean but the rooms look awful (painting peeling). i slept on the third bed and it was awful as well. there is barely any space between the ceiling and the bed and coming down is very dangerous! so dangerous that it should be illegal! the staff was helpful but not supper friendly.  lots of homeless people in the vicinity but right in downtown.  
Canada,Female,41+,10,10,10,10,10,10,10,10,"denvers hostel fish well sitatued and a great space - renovated brothel with wonderful high ceilings, interesting common rooms and decor for reading or hanging out.  bright modern bathrooms.  courteous and helpful staff. bar and kitchen have natural light - friendly space allows travellers to share stories over morning coffee or a more lively bar atmosphere in the evening.  close to main light rail station.  my dorm mates were easy to get along with.   reccomend if you&#039;re on a budget."
USA,Male,25-30,8.9,10,10,10,2,10,10,10,"as far as hostels go, this is a very very nice hostel. renovated facility, bunks are clean and well thought out (room beyond the mattress for your belongings). bar is awesome, place is nicely decorated, location is perfect. one huge huge issue though: it is located directly above ophelia&#039;s, a pretty hoppin bar with live music. the entire building is constructed from an old wooden ship and you hear every.damn.noise. it is laughably loud, i got zero sleep (w/earbuds). seriously, be warned."
SouthKorea,Female,18-24,8.9,8,8,8,10,10,10,8,"it was an awesome stay, met some great friends and had a great experience overall! one night was rough just because of some of the people i stayed with who didn&#039;t respect the rules and kept me up pretty much all night. but it is a shared room with like four+ other people after all (just gotta hope for the best to be stuck in a room with somewhat respectful bunch). super clean bathroom considering the fact that its shared by a lot of people! loved the atmosphere and the activities they hosted! "
Australia,Male,31-40,9.1,10,6,8,10,10,10,10,"this has definitely been one of my favourite hostels to stay at across the us. the facilities here are fantastic, especially the beds which are spacious and comfortable. they even use 2-ply toilet paper which is the first time i have ever seen that in a hostel. unfortunately there are no suitcase lockers in the rooms but there is adequate room to store your suitcase and lock it. otherwise it is perfect, just a 15 minute walk from union station and has a bar attached and about 20 bars within 200m"
USA,Female,25-30,10,10,10,10,10,10,10,10,"i had an awesome time here. met several amazing people, killed it at the pub crawl (must-do!) and generally loved the location! it does get to be a fun madhouse right outside the hostel on weekend evenings/nights, so be ready to party!"
USA,Female,18-24,9.7,10,10,10,10,10,8,10,"really cool staff. located within walking distance of really cool restaurants, bars, and coors stadium. the security lockers are large and you can fit all your belongings inside. my male friend and i stayed in the mixed door and were very comfortable. definitely recommend 🤘"
USA,Male,18-24,10,10,10,10,10,10,10,10,"yo, it&#039;s taken me a little bit to get on here to right a review. but just wanted to let you guys know i had a great stay september 7-11. i was fortunate enough to be a returning guest cause i love hostel fish!!! the atmosphere is awesome &amp; the staff is even better. izzy. my dude. it was great meeting you. along with the other staff members i met along the way. much love from tn. see you all next year!!  -kevin "
