nationality,gender,age,overall rating,value for money rating,security rating,location rating,facilities rating,staff rating,atmosphere rating,cleanliness rating,text review
Colombia,Female,18-24,8.3,8,10,8,8,6,8,10,"the best thing about this place are all the activities that are constantly going on! staff is nice and friendly, but they rather hangout with their other staff friends than with the travellers, so its a bit frustrating sometimes. the rooms are super clean, although they can become a bit hot if the fan is not turned on at its fullest. lockers are big and spacious. "
USA,AllFemaleGroup,18-24,6.3,4,8,8,8,4,4,8,i booked two nights and i only wanted to stay one. they staff said i would be refunded for one of the nights and i never got my refund. 
USA,Female,18-24,8.6,8,10,10,8,8,8,8,"for a hostel, this place is pretty clean. don't expect hotel cleanliness and hospitality, though. for example, expect to dress your own bed with the linens provided and you have to wash your own dishes after breakfast. you only get one medium sized towel so if you want a new towel, you have to get it from the reception desk. kitchen seating area is limited so you're likely going to sit with strangers to share a table. also i was put off that they used ""leftover bread"" to restock the breakfast."
Spain,AllFemaleGroup,18-24,10,10,10,10,10,10,10,10,just great!!! we will come back next time we visit the city!!! 
USA,Female,25-30,10,10,10,10,10,10,10,10,"wonderful service, great atmosphere, perfect location, and oh my is this place clean. i can safely say that when it comes to hostels in la, this is the only place i’d stay. "
Australia,Male,18-24,10,10,10,10,10,10,10,10,staff were all very friendly and easy to talk to. there are plenty of interesting activities to do as well which is fantastic.
Australia,Female,18-24,10,10,10,10,10,10,10,10,"great a bbqm jjkh  to do everyday, very clean and also have quiet zones after a certain hour so you can actually sleep! great hostel! 10/10!"
Australia,Male,18-24,9.1,10,10,10,8,10,8,8,"i really enjoyed my stay at usa hostels hollywood. the location is excellent, the staff were nice and accommodating and the security was really good (even allowed me to store away extra bags for the duration of my stay). i also loved the activities that are run by the hostel."
India,Male,25-30,6.6,6,6,8,8,2,8,8,the staff at the desk was very rude and at times was partial towards me. no reasons for any partiality. talking to someone with a smile will not create any problem. i don't know why but the man at the desk was again and again asking me to show the room key as i was moving to the outer open area of the property (in a span of 15 min he asked my room key 5 times) . the same guy did not allow me to keep my bag in the luggage area reasoning it to no space when they had enough for another 30 bags. bad
Denmark,Female,25-30,10,10,10,10,10,10,10,10,"by far the nicest hostel i have ever stayed in, and this is considering everything from security, cleanliness, helpfulness of staff to the expanded breakfast with fruit and bagels and the patio where everyone is socializing.  have stayed in many hostels all over europe, but none have been as satisfying as this one.  thanks for a wonderful stay, would 10/10 recommend! "
England,Male,25-30,8,8,8,8,8,8,8,8,the ensuite room with bunk beds was a little on the small side but it was clean and cheaper than a staying in a hotel. there is plenty of parking in the area and the hostel is a short walk to hollywood boulevard. we underestimated the size of los angles and its lack of public transport. we ended up keeping our hire car that we had used to drive down from san francisco as the distances between attractions/areas of la are huge and uber was going to cost too much. 
USA,Female,18-24,10,10,10,10,10,10,10,10,what a lovely hostel! free breakfast and coffee in the mornings and the staff are all very friendly.
Brazil,Female,31-40,8.9,6,10,10,10,8,10,8,best place to get to know people. the tours they organise are either free or a fair value
Australia,Female,18-24,8.3,8,10,8,8,8,8,8,"really good place. stayed as a single female traveller and felt completely safe the whole time. not a party hostel, but, there is a good atmosphere. there are a few bars within walking distance which was good. breakfast was basic but until a little later. would stay here again if ever in hollywood."
USA,Male,25-30,10,10,10,10,10,10,10,10,"all i can say is perfect as any hostel can be...i had a great time, and actually i did not sleep that night 😁"
SouthKorea,Female,18-24,8.6,8,10,8,8,10,8,8,직원들이 굉장히 친절했고 화장실이랑 침대 상태는 좋았어요. 숙소에서 나가자마자 워크오브페임이라 좋긴한데 공항에서는 멀어요. 어차피 la는 우버타고 다닐일이 많아서 위치가 엄청 중요하진 않은거같아요. 전반적으로 좋았지만 같은방쓰는 한국분들 새벽에 너무 시끄럽게하셔서 잠을 설쳤고 그거빼면 만족해요.
Singapore,Female,18-24,9.7,10,10,8,10,10,10,10,the breakfast was simple but good &amp; the rooms and bathrooms were super clean! 
Germany,Male,18-24,7.7,8,10,6,6,8,8,8,"it's a decent hostel that offers a lot of cool activities. the most activities i've ever seen and the tour guides are enthusiastic although they've done this a whole lotta times. the location is just off hollywood blvd in a sideroad that looks kinda sketchy but is actually pretty safe. hollywood is pretty trashy, though. the common room is the kitchen or the cool patio (which is not as practical in winter). i think in summer, this is a pretty good hostel, in winter, there might be better options"
Australia,Couple,18-24,6.3,6,6,8,6,6,4,8,if you are looking for a party hostel then this would be ideal. however it can be extremely loud at night with music (as there are speakers outside of the rooms even though the party is downstairs). very hard to get to sleep. one evening we also had somebody walk into our room (private room) with their room key which was concerning. great location if you want to be close to hollywood. 
Malaysia,Male,25-30,8.9,8,8,8,8,10,10,10,the staffs are friendly. there are a lot of activities. however，all the bed sheet and towel have a very strong smell which i found unease. the rest is perfect 
Australia,Female,25-30,9.7,10,10,10,10,10,8,10,made lots of friends here! would be nice if staff were a little more engaging though. free breakfast each morning was fantastic and the place was kept really clean.
Canada,Male,31-40,8.3,8,10,8,8,8,8,8,was ok.. nothing too special.. i did like the way they store luggage in the luggage room. beds were ok. staff were friendly.. they should really have a swipe on the main entrance instead of having to show staff to let them buzz you in
USA,Female,25-30,10,10,10,10,10,10,10,10,"i really enjoyed my stay at usa hostels. the location was central to most hotspots in la/hollywood, so i enjoyed that. i've staying in various hostels around the world before, and i was pleasantly surprised by the facilities at usa hostels. the bathroom in the room was clean &amp; nice. the bed were comfortable and i felt i had some type of privacy, even being in a room with 7 other women (i know it's hard to believe, but it's true.) my favorite part was the patio space in the front of the building."
Australia,Male,31-40,9.4,8,10,8,10,10,10,10,very chill hostel close to the sights in hollywood very easy to start conversations with fellow backpackers (something i found is not the case in a few other american hostels - other cities) it might not be as flashy compared to other hostels but it makes up for it by having much more social staff and guests i had a blast
USA,Female,25-30,9.4,6,10,10,10,10,10,10,"so i stayed here for one night in a solo room, and it was tiiiiiiny. probably the smallest room i'd ever been in honestly. the outside area was really nice and the atmosphere was good if you were looking to go out. i stayed in another hostel right down the road though for the same price and had a way bigger room, but a more quiet scene. it all depends on what you want, but overall this was a nice place."
